title,description,content_text,content_rich,dimension,indicators_code_names,indicators_names,further_references,contact_info,country,lang,show_author,version,created_at,created_by,updated_at,updated_by,survey_stoplight_dimension_id,application_id,organization_id,type,stoplight_type,dimensions_names,stoplight_types,original_lang
UNUM: Cobertura por Incapacidad,Cobertura por discapacidad a corto y largo plazo para todos los miembros elegibles del equipo.,"Zachry Construction Corp. y Capitol Aggregates, Inc. ofrecen cobertura por discapacidad a corto y largo plazo para todos los miembros elegibles del equipo. 
No hay ningún costo para el miembro del equipo. Si queda discapacitado y no puede trabajar, esta cobertura le proporcionaría un beneficio para ayudar a reemplazar un porcentaje de su salario.
Zachry Construction Corp. y Capitol Aggregates, Inc. ofrecen cobertura por discapacidad a corto y largo plazo para todos los miembros del equipo elegibles.  
No hay ningún costo para el miembro del equipo. Si queda discapacitado e incapaz de trabajar, esta cobertura le proporcionará un beneficio para ayudar a reemplazar un porcentaje de su salario.","Zachry Construction Corp. y Capitol Aggregates, Inc. ofrecen cobertura por discapacidad a corto y largo plazo para todos los miembros elegibles del equipo. No hay ningún costo para el miembro del equipo. Si queda discapacitado y no puede trabajar, esta cobertura le proporcionaría un beneficio para ayudar a reemplazar un porcentaje de su salario. Zachry Construction Corp. y Capitol Aggregates, Inc. ofrecen cobertura por discapacidad a corto y largo plazo para todos los miembros del equipo elegibles. No hay ningún costo para el miembro del equipo. Si queda discapacitado e incapaz de trabajar, esta cobertura le proporcionará un beneficio para ayudar a reemplazar un porcentaje de su salario.",,"{income,debts,accessToHealthServices}","{Income,Debt,""Access to Health Services""}",,800-421-0344/ unum.com,US,es_PY,True,4,2024-07-23 13:19:21,zachrycorporation_hub,2024-12-09 12:51:18,zachrycorporation_hub,,112,,INDIVIDUAL,,"{""Income and Employment"",""Health and Environment""}",{POVERTY},en_US
Fuente de salud para adolescentes,"Fuente de salud para adolescentes (Ontario, Canadá)","Este recurso está diseñado para adolescentes de GTA de entre 13 y 19 años. Es un servicio de línea directa dirigido por voluntarios, donde los adolescentes pueden hacer preguntas sobre su salud sexual. La mayoría de los servicios son anónimos y todos confidenciales. Los educadores de salud entre pares están disponibles de lunes a jueves de 4 p. m. a 9 p. m. y los sábados de 12 p. m. a 5 p. m. 
Es importante destacar que tienen una lista de servicios que proporciona enlaces a recursos de salud mental, pruebas de ITS, anticonceptivos, asesoramiento y otros recursos para adolescentes en GTA: https://teenhealthsource.com/service-tag/peer-support/
Sitio web: https://teenhealthsource.com/contact/","Este recurso está diseñado para adolescentes de GTA de entre 13 y 19 años. Es un servicio de línea directa dirigido por voluntarios, donde los adolescentes pueden hacer preguntas sobre su salud sexual. La mayoría de los servicios son anónimos y todos confidenciales. Los educadores de salud entre pares están disponibles de lunes a jueves de 4 p. m. a 9 p. m. y los sábados de 12 p. m. a 5 p. m. Es importante destacar que tienen una lista de servicios que proporciona enlaces a recursos de salud mental, pruebas de ITS, anticonceptivos, asesoramiento y otros recursos para adolescentes en GTA: https://teenhealthsource.com/service-tag/peer-support/ Sitio web: https://teenhealthsource.com/contact/",Interiority and Motivation,{selfEsteem},{Self-esteem},,"416-961-3200 
Email: teenhealthsource@ppt.on.ca",CA,es_PY,True,1,2023-01-03 20:40:14,shahini_orgadmin,,,6.0,82,887.0,INDIVIDUAL,POVERTY,"{""Interiority and Motivation""}",{POVERTY},en_US
Cursos de habilidades,Capacitaciones para crear nuevas habilidades.,"La organización dedicada a la venta de camas y colchones, Grupo Sueñolar, ofrece un programa de capacitación en oficios y nuevas habilidades para esposas e hijos de colaboradores con una variedad de cursos de corta duración. Ejemplos de estos cursos son manicura, cocina, decoración, etc.
Los cursos que se ofrecerán podrán dejarse a elección de la empresa o de los colaboradores. Es útil preguntar primero sobre las habilidades que les interesa adquirir. Los cursos requieren inscripción anticipada pero son de acceso gratuito y sin ningún tipo de pago. 
Es necesario establecer alianzas con institutos de formación públicos o privados, como el SNPP (Servicio Nacional de Promoción Profesional) para que los profesionales de la institución dicten los cursos y los participantes reciban certificados válidos que puedan agregar a su Curriculum Vitae. Además, requiere una inversión por parte de la empresa que varía dependiendo del costo de logística y materiales que se utilizarán.
Los desafíos están con respecto a la alianza, en caso de que se haya establecido con una institución pública, puede ser difícil coordinar los tiempos de los cursos, generalmente los cursos deben solicitarse con mucha anticipación.
Los beneficios son que la implementación de este programa proporciona a las familias de los empleados una formación profesional y permite la adquisición de nuevas habilidades. Esto les permite tener mayores posibilidades de inserción en el mercado laboral e incluso les brinda los conocimientos necesarios para realizar sus propios emprendimientos.
El tiempo de ejecución es de seis meses a un año, dependiendo del tiempo que se haya tardado en gestionar las alianzas, convocar a los interesados, además de la duración de los cursos.","La organización dedicada a la venta de camas y colchones, Grupo Sueñolar, ofrece un programa de capacitación en oficios y nuevas habilidades para esposas e hijos de colaboradores con una variedad de cursos de corta duración. Ejemplos de estos cursos son manicura, cocina, decoración, etc. Los cursos que se ofrecerán se pueden dejar a elección de la empresa o de los colaboradores. Es útil preguntar primero sobre las habilidades que les interesa adquirir. Los cursos requieren inscripción anticipada pero son de acceso gratuito y sin ningún tipo de pago. Es necesario establecer alianzas con institutos de formación públicos o privados, como el SNPP (Servicio Nacional de Promoción Profesional) para que los profesionales de la institución dicten los cursos y los participantes reciban certificados válidos que puedan agregar a su Curriculum Vitae. Además, requiere una inversión por parte de la empresa que varía dependiendo del costo de logística y materiales que se utilizarán. Los desafíos están con respecto a la alianza, en caso de que se haya establecido con una institución pública, puede ser difícil coordinar los tiempos de los cursos, generalmente los cursos deben solicitarse con mucha anticipación. Los beneficios son que la implementación de este programa proporciona a las familias de los empleados una formación profesional y permite la adquisición de nuevas habilidades. Esto les permite tener mayores posibilidades de inserción en el mercado laboral e incluso les brinda los conocimientos necesarios para realizar sus propios emprendimientos. El tiempo de ejecución es de seis meses a un año, dependiendo del tiempo que se haya tardado en gestionar las alianzas, convocar a los interesados, además de la duración de los cursos.",Income and Employment,{diversifiedSourcesOfIncome},"{""Diversified income""}",,Ing. Bernardo Orué (SNPP) 0972569903 bernardo_25orue@hotmail.com,PY,es_PY,True,1,2021-02-26 12:11:46,vickyperoni,,,1.0,15,,MANAGEMENT,,"{""Income and Employment""}",,en_US
1er ciclo: Introducción al presupuesto,"Guía para planificar el uso de ingresos y gastos personales y familiares. Introduce conceptos básicos del presupuesto y ahorro, ayudando a controlar prioridades y necesidades. 
Individual / Interior","El indicador de presupuestos es importante ya que ayuda al ahorro, una práctica necesaria para poder costear gastos imprevistos u otros gustos. 
A través de la plataforma de aprendizaje TVET Academy, la Fundación Paraguaya ofrece una introducción para que facilitadores concienticen estas practicas a participantes interesados en planificar sus gastos. 
Lo que queremos lograr: 
Mi familia planifica su futuro económico y elabora un presupuesto mensual escrito, que utiliza y rige la economía permanentemente.¿Qué es un presupuesto familiar?
Un presupuesto familiar es un documento que recoge todos los ingresos y gastos en un periodo determinado, de forma sistemática y ordenada.Se trata de una relación detallada de la economía familiar y es la forma más eficaz de sacar todo el partido a tu dinero.Suelen hacerse presupuestos mensuales o anuales.¿Por qué es útil?
Gracias al presupuesto familiar tendrás una valiosa información sobre tus hábitos reales de consumo, podrás analizarlos de forma objetiva y tomar decisiones responsables en la planificación de tu futuro financiero.¿Por dónde empezar?
Antes de hacer tu presupuesto familiar, deberías hacerte algunas preguntas:Cuánto dinero ingresa y cuánto gasta tu familia cada mes.Si se consigue llegar con comodidad a fin de mes.Si se logra ahorrar y si existe un fondo de emergencia¿Por qué es necesario?
Hay muchas razones para elaborar un presupuesto, y cada familia puede tener las suyas, pero es especialmente útil para:Saber en qué gastas el dinero.Ajustarte a los que gastos que te puedes permitir.Priorizar los gastos realmente necesarios.Reducir o eliminar deudas.Ahorrar cierta cantidad de dinero cada mes.Contar con un fondo de emergencia, o aumentar el actual.Vivir sin sobresaltos económicos y hacer previsiones de futuro.  Detectar desajustes o consumos raros.Controlar las deudas.Reducir los conflictos familiares.Transmitir educación financiera a tus hijos¿Cómo lo hacemos? 
Hay que anotar todos los ingresos y gastos de la unidad familiar, detallando cuáles son los importes exactos y los estimados y teniendo en cuenta tanto los ingresos y gastos recurrentes como los ocasionales.Ingresos:
Es importante incluir todas las entradas de dinero, el más importante será el salario o los ingresos laborales, pero también un alquiler inmobiliario, intereses de cuentas o depósitos bancarios, una donación o un premio de Lotería.Gastos:
Incluye todas las salidas de dinero, desde el pago de la hipoteca o el alquiler, al café que tomas cada mañana.Se dividen en:Fijos: Aquellos gastos obligatorios y periódicos (mensuales, trimestrales, anuales...) y cuy0 monto difícilmente es modificable: hipoteca o alquiler, luz, agua, teléfono, comunidad de vecinos, seguros, colegios... Si no los pagas puntualmente, te exigirán un recargo y puedes tener problemas legales.Variables: Incluyen gastos necesarios, como la comida, el transporte o la ropa; gastos voluntarios, aquellos que hacemos pero de los que podríamos prescindir, como un viaje en pareja o una salida nocturna; y gastos imprevistos, que llegan inesperadamente y nos vemos obligados a atender, como una reparación del coche.Para más información: http://www.tvetacademy.org/es/poverty?view=displaylesson&amp;id=1341&amp;course=291&amp;job=63
","El indicador de presupuestos es importante ya que ayuda al ahorro, una práctica necesaria para poder costear gastos imprevistos u otros gustos. A través de la plataforma de aprendizaje TVET Academy, la Fundación Paraguaya ofrece una introducción para que facilitadores concienticen estas practicas a participantes interesados en planificar sus gastos. Lo que queremos lograr: Mi familia planifica su futuro económico y elabora un presupuesto mensual escrito, que utiliza y rige la economía permanentemente. ¿Qué es un presupuesto familiar? Un presupuesto familiar es un documento que recoge todos los ingresos y gastos en un periodo determinado, de forma sistemática y ordenada. Se trata de una relación detallada de la economía familiar y es la forma más eficaz de sacar todo el partido a tu dinero. Suelen hacerse presupuestos mensuales o anuales. ¿Por qué es útil? Gracias al presupuesto familiar tendrás una valiosa información sobre tus hábitos reales de consumo, podrás analizarlos de forma objetiva y tomar decisiones responsables en la planificación de tu futuro financiero. ¿Por dónde empezar? Antes de hacer tu presupuesto familiar, deberías hacerte algunas preguntas: Cuánto dinero ingresa y cuánto gasta tu familia cada mes. Si se consigue llegar con comodidad a fin de mes. Si se logra ahorrar y si existe un fondo de emergencia ¿Por qué es necesario? Hay muchas razones para elaborar un presupuesto, y cada familia puede tener las suyas, pero es especialmente útil para: Saber en qué gastas el dinero. Ajustarte a los que gastos que te puedes permitir. Priorizar los gastos realmente necesarios. Reducir o eliminar deudas. Ahorrar cierta cantidad de dinero cada mes. Contar con un fondo de emergencia, o aumentar el actual. Vivir sin sobresaltos económicos y hacer previsiones de futuro.  Detectar desajustes o consumos raros. Controlar las deudas. Reducir los conflictos familiares. Transmitir educación financiera a tus hijos ¿Cómo lo hacemos? Hay que anotar todos los ingresos y gastos de la unidad familiar, detallando cuáles son los importes exactos y los estimados y teniendo en cuenta tanto los ingresos y gastos recurrentes como los ocasionales. Ingresos: Es importante incluir todas las entradas de dinero, el más importante será el salario o los ingresos laborales, pero también un alquiler inmobiliario, intereses de cuentas o depósitos bancarios, una donación o un premio de Lotería. Gastos: Incluye todas las salidas de dinero, desde el pago de la hipoteca o el alquiler, al café que tomas cada mañana. Se dividen en: Fijos: Aquellos gastos obligatorios y periódicos (mensuales, trimestrales, anuales...) y cuy0 monto difícilmente es modificable: hipoteca o alquiler, luz, agua, teléfono, comunidad de vecinos, seguros, colegios... Si no los pagas puntualmente, te exigirán un recargo y puedes tener problemas legales. Variables: Incluyen gastos necesarios, como la comida, el transporte o la ropa; gastos voluntarios, aquellos que hacemos pero de los que podríamos prescindir, como un viaje en pareja o una salida nocturna; y gastos imprevistos, que llegan inesperadamente y nos vemos obligados a atender, como una reparación del coche. Para más información: http://www.tvetacademy.org/es/poverty?view=displaylesson&id=1341&course=291&job=63",Educación y Cultura,{capacityToPlanAndBudget},{Presupuesto},,http://www.tvetacademy.org/es/poverty?view=displaylesson&id=1341&course=291&job=63,PY,es_PY,True,5,2021-04-14 16:10:48,vickyperoni,2025-10-22 13:10:57,nramos,4.0,15,,FACILITATION,,"{""Educación y Cultura""}",{POVERTY},es_PY
Bienestar Juntos Canadá,"Asesoramiento en salud mental, Canadá","Gratis y requiere inscripción. Los canadienses disponen de asesoramiento gratuito en línea a través de este servicio. Una herramienta gratuita de evaluación del bienestar es útil para comprender sus necesidades de salud mental a lo largo del tiempo. WellTrack, una aplicación gratuita que brinda apoyo para la salud mental y práctica de atención plena, está disponible para quienes se registren.
 
Sitio web: https://www.wellnesstogether.ca/en-CA","Gratis y requiere inscripción. Los canadienses disponen de asesoramiento gratuito en línea a través de este servicio. Una herramienta gratuita de evaluación del bienestar es útil para comprender sus necesidades de salud mental a lo largo del tiempo. WellTrack, una aplicación gratuita que brinda apoyo para la salud mental y práctica de atención plena, está disponible para quienes se registren. Sitio web: https://www.wellnesstogether.ca/en-CA",Interiority and Motivation,{selfEsteem},{Self-esteem},,,CA,es_PY,True,1,2023-01-03 20:52:42,shahini_orgadmin,,,6.0,82,887.0,INDIVIDUAL,POVERTY,"{""Interiority and Motivation""}",{POVERTY},en_US
Cómo crear y vender cestas de productos,Formas de generar nuevas fuentes de ingresos.,"El indicador de “ingresos diversificados” es importante porque la pérdida de una fuente de ingresos genera menos sufrimiento, ya que la familia puede depender de diferentes fuentes. 
Por eso, te ofrecemos otras ideas para ganar dinero en el hogar además de los ingresos fijos de la familia. 
Deseamos generar al menos dos fuentes de ingresos de diferentes miembros de la familia.
Solución propuesta:
Las cestas de desayuno o merienda como opción de regalo en esos días especiales, las cestas son adaptables a cualquier tipo de cliente según su necesidad y presupuesto. 
Canastas temáticas para las madres y/o regalo del Día del Padre. 
Elige la temática del regalo. Compra materiales de alta calidad pero al menor coste. Busca tiendas donde puedas comprar dulces a precio mayorista. TurronesTazasYogurtGalletasTermosbocadillosJugosRefrescosCanastasTéCervezaCintasDulcesChipsOtrosMonta la canasta de regaloFija un precio justoSuma todos los costos de los productos que están en tu canasta y aumenta entre un 10% y un 30% de tu mano de obra. Si haces envíos añade el coste del transporte. Caso de éxito: Canasta del Día de la Madre
Costo de la canasta - PYGs 6.000Termo caliente: PYGs 10.0002 bolsitas de té (manzanilla, canela, menta, manzana, naranja) PYGs 7.000Una planta decorativa: PYGs 2.000Cinta: PYGs 3.000Una taza: PYGs 5.000COSTO TOTAL: PYGs 33.00020% por fuerza laboral – PYG 39.600
Precio de venta final: PYG 39.600
¡Únase a TVET Academy para obtener más consejos sobre cómo mejorar su situación!
Los recursos adjuntos están en español - Folleto con la información presentada para la solución propuesta al Indicador y Descripción del Indicador Spotlight.","El indicador de “ingresos diversificados” es importante porque la pérdida de una fuente de ingresos genera menos sufrimiento, ya que la familia puede depender de diferentes fuentes. Por eso, te ofrecemos otras ideas para ganar dinero en el hogar además de los ingresos fijos de la familia. Deseamos generar al menos dos fuentes de ingresos de diferentes miembros de la familia. Solución Propuesta: Las canastas de desayuno o merienda como opción de regalo en esos días especiales, las canastas son adaptables a cualquier tipo de cliente según su necesidad y presupuesto. Canastas temáticas para las madres y/o regalo del Día del Padre. Elige la temática del regalo Compra materiales de alta calidad pero al menor coste. Busca tiendas donde puedas comprar dulces a precio mayorista. Turrones Tazas Yogurt Galletas Termos snacks Jugos Refrescos Cestas Té Cerveza Cintas Dulces Chips Otros Arma la canasta de regalo Fija un precio justo Suma todos los costos de los productos que están en tu canasta y aumenta entre un 10% y un 30% de tu mano de obra. Si haces envíos añade el coste del transporte. Caso de éxito: Canasta Día de la Madre Costo de la canasta - PYGs 6.000 Termo caliente: PYGs 10.000 2 bolsitas de té (manzanilla, canela, menta, manzana, naranja) PYGs 7.000 Una planta decorativa: PYGs 2.000 Cinta: PYGs 3.000 Una taza: PYGs 5.000 COSTO TOTAL: PYGs 33.000 20% para la fuerza laboral – PYG 39.600 Precio de venta final: PYG 39.600 ¡Únase a TVET Academy para obtener más consejos sobre cómo mejorar su situación! Los recursos adjuntos están en español - Folleto con la información presentada para la solución propuesta al Indicador y Descripción del Indicador Spotlight.",Income and Employment,"{diversifiedSourcesOfIncome,covid_contingencyFunds}","{""Diversified income"",""Contingency funds""}",,http://www.tvetacademy.org/media/com_courses/files/890.indicador-5-ingresos-diversificados-elaboracion-y-venta-de-canastas-de-desayuno.pdf,PY,es_PY,True,1,2021-02-24 12:02:55,vickyperoni,,,1.0,15,,INDIVIDUAL,,"{""Income and Employment""}",,en_US
Manual del Asesor - Ahorro para Niños,Actividades para asesores para inculcar el hábito del ahorro en los niños en casa.,"El indicador “Ahorro Familiar” es muy importante ya que prepara a las familias para no sufrir una gran pérdida en caso de que se enfrenten a gastos imprevistos.
Para inculcar el hábito del ahorro en las familias, Fundación Paraguaya reconoce la importancia de aprender a hacerlo desde pequeños.
Es por eso que, a través de la Academia TVET, ofrecemos el Manual del Asesor para realizar actividades, realizar consultas y fijar metas con las familias para incentivar el ahorro infantil.
Objetivo general: Inculcar el hábito del ahorro en los niños dentro del hogar de las integrantes del Comité de Mujeres.
Objetivos específicos:
Identificar situaciones de ahorro en el hogar y sus ventajas. Involucrar al niño en las finanzas del hogar. Transmitir al niño la importancia del ahorro. El siguiente manual (se puede encontrar en formato PDF en el material adjunto en español) asesorando sobre dos temas diferentes:
Lluvia de ideas sobre deseos y cómo conseguirlos3 actividadesRecordatorios de vocabulario de ahorroGuías para enseñar a los niños a ahorrar3 actividadesConsulte el material adjunto (en español) - manuales de ahorro.","El indicador “Ahorro Familiar” es muy importante ya que prepara a las familias para no sufrir una gran pérdida en caso de que se enfrenten a gastos imprevistos. Para inculcar el hábito del ahorro en las familias, Fundación Paraguaya reconoce la importancia de aprender a hacerlo desde pequeños. Es por eso que, a través de la Academia TVET, ofrecemos el Manual del Asesor para realizar actividades, realizar consultas y fijar metas con las familias para incentivar el ahorro infantil. Objetivo general: Inculcar el hábito del ahorro en los niños dentro del hogar de las integrantes del Comité de Mujeres. Objetivos específicos: Identificar situaciones de ahorro en el hogar y sus ventajas. Involucrar al niño en las finanzas del hogar. Transmitir al niño la importancia del ahorro. El siguiente manual (se puede encontrar en formato PDF en el material adjunto en español) asesorando sobre dos temas diferentes: Lluvia de ideas sobre los deseos y cómo conseguirlos 3 actividades Recordatorios de vocabulario de ahorro Guías para enseñar a los niños a ahorrar 3 actividades Consulte el material adjunto (en español) - manuales de ahorro.",Income and Employment,"{familySavings,covid_contingencyFunds}","{Savings,""Contingency funds""}",,http://www.tvetacademy.org/media/com_courses/files/2027.ahorroinfantilasesornuevo.pdf,PY,es_PY,True,1,2021-03-03 13:52:53,vickyperoni,,,1.0,15,,FACILITATION,,"{""Income and Employment""}",,en_US
Opciones de alimentación saludable,Recursos del Departamento de Agricultura de EE. UU. que brindan orientación sobre cómo mantener una dieta equilibrada y saludable. (Individuales/Exteriores),"Una dieta equilibrada es fundamental para prevenir enfermedades, fortalecer el sistema inmunológico y mantener la energía necesaria para las actividades diarias. Tener acceso a recursos confiables facilita la adopción de hábitos alimentarios más saludables.


Ejercicios prácticos:





Visite myplate.gov para crear un plan de nutrición personalizado.



Explore las herramientas móviles y los cuestionarios de MyPlate para evaluar los hábitos alimentarios.



Consulte nutrición.gov para obtener recomendaciones y recetas saludables.



Aplica los consejos sobre porciones y grupos de alimentos en tus comidas diarias.


MyPlate: Proporciona planes de nutrición personalizados, cuestionarios y recetas en inglés y español.
Nutrition.gov: ofrece información confiable sobre nutrición, seguridad alimentaria y planificación de comidas.","Una dieta equilibrada es fundamental para prevenir enfermedades, fortalecer el sistema inmunológico y mantener la energía necesaria para las actividades diarias. Tener acceso a recursos confiables facilita la adopción de hábitos alimentarios más saludables. Ejercicios prácticos: visite myplate.gov para crear un plan de nutrición personalizado. Explore las herramientas móviles y los cuestionarios de MyPlate para evaluar los hábitos alimentarios. Consulte nutrición.gov para obtener recomendaciones y recetas saludables. Aplica los consejos sobre porciones y grupos de alimentos en tus comidas diarias. MyPlate: Proporciona planes de nutrición personalizados, cuestionarios y recetas en inglés y español. Nutrition.gov: ofrece información confiable sobre nutrición, seguridad alimentaria y planificación de comidas.",,{alimentation},"{""Healthy Diet""}",,"Mailing Address: USDA Center for Nutrition Policy & Promotion Food & Nutrition Service Braddock Metro Center II 1320 Braddock Place Alexandria, VA 22314 


Mailing Address: National Agricultural Library Food and Nutrition Information Center Nutrition.gov Staff 10301 Baltimore Avenue Beltsville, MD 20705

Call 301-504-5414 (Food and Nutrition Information Center) ",US,es_PY,False,1,2024-08-28 16:09:54,zachrycorporation_hub,2025-10-21 14:14:31,camilarozas,,112,,INDIVIDUAL,,"{""Health and Environment""}",{POVERTY},en_US
Préstamos personales: Banco Amarillo,Préstamos personales adaptados a diversas necesidades,"Encontrar un programa de préstamos confiable es crucial para el éxito financiero, ya que ofrece tasas competitivas, términos claros y un servicio confiable.
Amarillo National Bank ofrece una variedad de préstamos personales adaptados a diversas necesidades, incluidos préstamos para automóviles, préstamos personales a plazo y más. Estos préstamos están diseñados para fines tales como comprar vehículos, financiar proyectos, realizar reparaciones o tomar vacaciones. Proporcionan soluciones de préstamos personalizadas que se adaptan a situaciones financieras individuales. 
Para obtener información más detallada, puede visitar su página de préstamos personales.
Encontrar un programa de préstamos confiable es crucial para el éxito financiero, ya que ofrece tasas competitivas, términos claros y un servicio confiable.
Amarillo National Bank ofrece una variedad de préstamos personales adaptados a diversas necesidades, préstamos incluidos para automóviles, préstamos personales a plazo y más. Estos préstamos están diseñados para fines como la compra de vehículos, la financiación de proyectos, la realización de reparaciones o la toma de vacaciones. Brindan soluciones de préstamos personalizados que se adaptan a situaciones financieras individuales.  
Para obtener información más detallada, puede visitar la página de préstamos personales.","Encontrar un programa de préstamos confiable es crucial para el éxito financiero, ya que ofrece tasas competitivas, términos claros y un servicio confiable. Amarillo National Bank ofrece una variedad de préstamos personales adaptados a diversas necesidades, incluidos préstamos para automóviles, préstamos personales a plazo y más. Estos préstamos están diseñados para fines tales como comprar vehículos, financiar proyectos, realizar reparaciones o tomar vacaciones. Proporcionan soluciones de préstamos personalizadas que se adaptan a situaciones financieras individuales. Para obtener información más detallada, puedes visitar su página de préstamos personales. Encontrar un programa de préstamos confiable es crucial para el éxito financiero, ya que ofrece tasas competitivas, términos claros y un servicio confiable. Amarillo National Bank ofrece una variedad de préstamos personales adaptados a diversas necesidades, préstamos incluidos para automóviles, préstamos personales a plazo y más. Estos préstamos están diseñados para fines como la compra de vehículos, la financiación de proyectos, la realización de reparaciones o la toma de vacaciones. Brindan soluciones de préstamos personalizados que se adaptan a situaciones financieras individuales. Para obtener información más detallada, puede visitar la página de préstamos personales.",,{loanInformation},"{""Applying for Loans""}",,anb.com/loans/personal-loans,US,es_PY,True,1,2024-08-01 19:33:51,zachrycorporation_hub,2024-12-09 12:54:16,zachrycorporation_hub,,112,,INDIVIDUAL,,"{""Income and Employment""}",{POVERTY},en_US
💳 Cómo y Cuándo Utilizar una Tarjeta de Crédito (H2025N),"Antes de solicitar una tarjeta de crédito, es importante conocer cómo funciona y en qué situaciones conviene usarla.","Recordá que una tarjeta puede ser una gran aliada si la usás con responsabilidad: te permite financiar compras, acceder a beneficios y manejar mejor tus gastos.

Informate sobre los requisitos, costos, límites y tasas de interés antes de obtenerla, para tomar una decisión segura y consciente.

📄 Más información en el flyer adjunto.","Recordá que una tarjeta puede ser una gran aliada si la usás con responsabilidad: te permite financiar compras, acceder a beneficios y manejar mejor tus gastos. Informate sobre los requisitos, costos, límites y tasas de interés antes de obtenerla, para tomar una decisión segura y consciente. 📄 Más información en el flyer adjunto.",,{accessToCredit},{Crédito},,heroes@fundacionparguaya.org.py,PY,es_PY,True,1,2025-12-02 18:54:41,heroeshub,,,,88,,FACILITATION,,"{""Ingreso y Empleo""}",{POVERTY},es_PY
